"instanceID","siteLabel","date","gpsLocation:Latitude","gpsLocation:Longitude","gpsLocation:Altitude","gpsLocation:Accuracy","sitePic__filename","sitePic__type","sitePic__url","sitePic","aspect","slope","SiteNotes","weather","startTime","device","daubPlots__daub_Xcoord","daubPlots__daub_Ycoord","daubPlots__denso","daubPlots__daubplotbare","daubPlots__daubplotltter","daubPlots__daubplotgraminoid","daubPlots__daubplotforb","daubPlots__daubplotshrub","daubPlots__daubplottree","daubPlots__depthOhorizon","daubPlots__depthMhorizon1","daubPlots__depthOhorizon2","daubPlots__depthMhorizon2","daubPlots__depthOhorizon3","daubPlots__depthMhorizon3","daubPlots__depthOhorizon4","daubPlots__depthMhorizon4","daubPlots__tempOhorizon","daubPlots__tempMineral","daubPlots__VegCompositionBlock__speciesCode","daubPlots__VegCompositionBlock__coverClass","vegRich_tree","vegRich_shrub","deadDown","plantMeasurements__plantStartTime","plantMeasurements__taxon","plantMeasurements__indiv","plantMeasurements__xcoord","plantMeasurements__ycoord","plantMeasurements__direction","plantMeasurements__phenology","plantMeasurements__asochost","plantMeasurements__circumStem","plantMeasurements__width","plantMeasurements__width2","plantMeasurements__height","plantMeasurements__height_sample","endTime"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Apiaceae","2","","","","2018-08-11T20:22:39.504Z","Epiang","3","11","40","null","flowering","null","null","26","10","43","12",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mertensiana","2","","","","2018-08-11T20:25:34.288Z","Epiang","4","12","45","null","flowering","null","null","18","14","56","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","White aster","3","","","","2018-08-11T20:27:31.211Z","Epiang","5","27","44","null","flowering","null","null","13","11","56","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Osmorhiza","1","","","","2018-08-11T20:31:34.314Z","Epiang","5","25","38","null","flowering","null","null","10","9","40","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T20:34:32.804Z","Epiang","7","46","26","null","flowering","null","null","16","15","47","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T20:37:51.204Z","Epiang","8","28","2","null","flowering","null","null","17","17","68","21",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T20:41:46.120Z","Epiang","9","25","0","null","flowering","null","null","19","19","63","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T20:45:34.092Z","Epiang","10","26","0","null","flowering","null","null","46","25","90","23",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T20:50:17.853Z","Purple aster","1","2","24","null","flowering","null","null","34","33","23","8",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T20:59:11.571Z","Purple","2","40","13","null","flowering","null","null","40","36","23","8",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:04:20.785Z","Purple","3","3","13","null","flowering","null","null","19","18","23","6",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:07:43.237Z","Purple","4","15","20","null","flowering","null","null","37","35","20","5",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:10:59.207Z","Purple","5","6","34","null","flowering","null","null","37","25","14","6",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:14:41.108Z","Purple","6","29","13","null","flowering","null","null","38","35","43","7",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:18:27.878Z","Purple","7","49","37","null","flowering","null","null","15","11","18","5",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:22:27.547Z","Purple","8","49","0","null","flowering","null","null","15","11","26","7",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:25:45.098Z","Purple","9","16","25","null","flowering","null","null","18","12","8","4",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:29:25.942Z","Purple","10","22","32","null","flowering","null","null","null","null","null","null",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:41:51.454Z","Apiaceae carrot","1","2","23","null","flowering","null","null","74","68","60","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:42:53.977Z","Carrot","2","10","26","null","fruiting","null","null","64","61","74","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:46:22.650Z","Carrot","3","21","26","null","vegetative","null","null","70","57","43","21",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:50:08.924Z","Carrot","4","25","22","null","fruiting","null","null","49","31","46","13",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:52:23.999Z","Carrot","5","31","26","null","vegetative","null","null","57","44","21","18",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T21:57:16.535Z","Carrot","6","23","11","null","fruiting","null","null","74","43","59","21",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:01:44.133Z","Carrot","7","34","11","null","fruiting","null","null","76","43","76","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:06:13.097Z","Carrot","8","47","13","null","fruiting","null","null","21","30","66","25",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:10:02.622Z","Carrot","9","49","26","null","fruiting","null","null","90","63","89","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:14:00.448Z","Careot","10","47","38","null","fruiting","null","null","31","16","29","13",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:18:03.586Z","White aster","1","6","22","null","flowering","null","null","80","63","60","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:29:13.931Z","White aster","2","11","19","null","flowering","null","null","86","82","46","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:32:38.056Z","White aster","3","15","34","null","flowering","null","null","93","61","42","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:37:36.047Z","White aster","4","16","35","null","flowering","null","null","63","44","31","13",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:40:53.295Z","White aster","5","10","37","null","flowering","null","null","54","51","35","15",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:44:03.604Z","White aster","6","7","38","null","flowering","null","null","54","39","44","12",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:47:27.852Z","White aster","7","15","38","null","flowering","null","null","70","51","44","20",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:50:38.961Z","White aster","8","16","44","null","flowering","null","null","98","93","56","23",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:55:18.770Z","White aster","9","15","48","null","flowering","null","null","87","87","75","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T22:57:55.233Z","White aster","10","15","50","null","flowering","null","null","103","85","57","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:02:57.869Z","Mertensiana","1","26","14","null","flowering","null","null","83","75","58","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:12:33.616Z","Mertensiana","2","28","15","null","flowering","null","null","61","55","65","40",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:15:56.594Z","Mertensiana","3","15","30","null","flowering","null","null","128","100","68","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:19:28.719Z","Mertensiana","4","34","15","null","flowering","null","null","22","21","49","24",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:23:25.388Z","Mertensiana","5","33","16","null","flowering","null","null","40","33","51","30",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:30:12.045Z","Mertensiana","6","38","18","null","flowering","null","null","54","62","57","23",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:31:57.436Z","Mertensiana","7","42","25","null","flowering","null","null","120","116","68","40",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:34:14.843Z","Mertensiana","8","45","31","null","flowering","null","null","80","50","71","40",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:38:23.367Z","Mertensiana","9","38","25","null","flowering","null","null","70","58","73","40",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2018-08-11T23:43:06.923Z","Mertensiana","10","35","17","null","flowering","null","null","90","90","59","40",""
"uuid:3e7f8388-1d73-4c19-8e55-daede816045e","6_1 mid elev bighorn v1","2018-08-15T16:14:00.000Z","44.26423040250936","-107.20642661618179","2803.2972957701227","8.0","","","","null","West","3","null","sunny","2018-08-15T16:13:26.693Z","C8:14:79:50:D6:8E","16","42","4","0","6","1","0","2","6","0","8","0","6","2","8","null","67","null","48.5","Vaccinium scopariim","6","2","2","50","2018-08-15T17:08:15.492Z","Pico","1","26","22","null","vegetative","null","28.0","190","160","740","197","2018-08-16T18:03:32.238Z"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Carex","2","","","","2018-08-15T17:23:45.133Z","Pico","2","19","50","null","vegetative","null","25.0","100","100","700","172",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unk grass","1","","","","2018-08-15T17:29:30.416Z","Pico","3","43","20","null","fruiting","null","57.0","360","300","1350","172",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pico","6","","","","2018-08-15T17:39:14.099Z","Pico","4","44","48","null","vegetative","null","36.0","120","160","660","174",""
